Q1015552	Treuenstein Castle		Treuenstein Castle
Q1015617	Yoros Castle		Yoros Castle
Q1015631	Welkom		Welkom
Q1015741	Vasilyevo, Zelenodolsky District, Republic of Tatarstan		Vasilyevo, Zelenodolsky District, Republic of Tatarstan
Q1016478	Rásonysápberencs		Rásonysápberencs
Q1016717	Selenginsk		Selenginsk
Q1017269	Busch–Reisinger Museum		Busch–Reisinger Museum
Q1017696	Jacobabad		Jacobabad
Q1017737	Fergana Oblast		Fergana Oblast
Q1018018	Butser Ancient Farm		Butser Ancient Farm
Q1018158	Butterworth, Eastern Cape		Butterworth, Eastern Cape
Q1019438	Uchkeken		Uchkeken
Q1019997	Nizhneangarsk		Nizhneangarsk
Q1020011	Lavrentiya		Lavrentiya
Q1020017	Gorny, Zabaykalsky Krai		Gorny, Zabaykalsky Krai
Q1020039	Luchegorsk		Luchegorsk
Q1020259	Mys Shmidta		Mys Shmidta
Q102152	Volokolamsk		Volokolamsk
Q1021731	Prieska		Prieska
Q1021742	Senekal		Senekal
Q1021749	Poltavskaya		Poltavskaya (rural locality)
Q1021877	Clarens, Free State		Clarens, Free State
Q1021884	Stutterheim		Stutterheim
Q1021891	Greytown		Greytown, KwaZulu-Natal
Q1021895	Riebeek West		Riebeek West
Q1021900	Somerset East		Somerset East
Q1021911	McGregor, Western Cape		McGregor, Western Cape
Q1023249	CEA-Leti: Laboratoire d'électronique des technologies de l'information		CEA-Leti: Laboratoire d'électronique des technologies de l'information
Q1023254	Vryheid		Vryheid
Q1023257	Swellendam		Swellendam
Q102334	Dmitrov		Dmitrov
Q1023609	Iultin		Iultin
Q1024114	COPPPAL		COPPPAL
Q102435	Kalach-na-Donu		Kalach-na-Donu
Q1024406	Långe Erik		Långe Erik
Q1024854	Churchill War Rooms		Churchill War Rooms
Q1024886	Arsuf		Arsuf
Q1025013	Lovozero		Lovozero (rural locality)
Q1025145	Verkhniye Kigi		Verkhniye Kigi
Q1025350	Revda, Murmansk Oblast		Revda, Murmansk Oblast
Q1025398	Caerlaverock Castle		Caerlaverock Castle
Q1025651	Café Opera		Café Opera
Q1025654	Thohoyandou		Thohoyandou
Q1025661	Musina		Musina
Q1025704	Cafe Terrace at Night		Cafe Terrace at Night
Q1025836	Tomilino		Tomilino
Q1025866	Ust-Nera		Ust-Nera
Q1025893	Roslyakovo		Roslyakovo, Murmansk Oblast
Q1025907	Muzhi		Muzhi, Yamalo-Nenets Autonomous Okrug
Q1025918	Gunib		Gunib
Q102603	Aleysk		Aleysk
Q1026065	Senarica		Senarica
Q102659	Belokurikha		Belokurikha
Q1026613	Wazirabad Tehsil		Wazirabad
Q1026644	Tomb of Francis II, Duke of Brittany		Tomb of Francis II, Duke of Brittany
Q102667	Biysk		Biysk
Q1026882	Savanur		Savanur
Q10269065	Dunyapur		Dunyapur
Q1027286	Virginia, Free State		Virginia, Free State
Q102755	Aznakayevo		Aznakayevo
Q1027839	Whittlesea, Eastern Cape		Whittlesea, Eastern Cape
Q1029847	Natalia Republic		Natalia Republic
Q1029966	Dyurtyulinsky District		Dyurtyulinsky District
Q1030916	Camper and Nicholsons		Camper and Nicholsons
Q103115	Ak-Dovurak		Ak-Dovurak
Q1031520	Gömör és Kis-Hont County		Gömör és Kis-Hont County
Q103176	Aksay		Aksay, Rostov Oblast
Q103196	Alagir		Alagir
Q1032050	Canadian Canoe Museum		Canadian Canoe Museum
Q1032269	Canadian Museum of History		Canadian Museum of History
Q1032340	Canadian Soccer Hall of Fame		Canadian Soccer Hall of Fame
Q1032442	Canadian War Museum		Canadian War Museum
Q103255	Alatyr		Alatyr, Chuvash Republic
Q103273	Aldan		Aldan, Russia
Q10333423	Carmen Miranda Museum		Carmen Miranda Museum
Q10333815	Museu de Ciências Naturais da Fundação Zoobotânica do Rio Grande do Sul		Museu de Ciências Naturais da Fundação Zoobotânica do Rio Grande do Sul
Q103390	Alexandrovsk		Alexandrovsk, Perm Krai
Q103427	Alexeyevka		Alexeyevka, Belgorod Oblast
Q103439	Aleksin		Aleksin
Q1034425	Cape Flats		Cape Flats
Q10345241	Jericoacoara National Park		Jericoacoara National Park
Q103493	Amursk		Amursk
Q103620	Anzhero-Sudzhensk		Anzhero-Sudzhensk
Q1036261	Tōyō Bunko		Tōyō Bunko
Q103661	Apatity		Apatity
Q103676	Aprelevka		Aprelevka
Q103694	Aramil		Aramil
Q103789	Arzamas		Arzamas
Q103801	East Prussia		East Prussia
Q10381549	The Leonardo		The Leonardo (Salt Lake City)
Q103826	Arkadak		Arkadak
Q1038727	Kasai Rinkai Park		Kasai Rinkai Park
Q1038813	Magdalena Partido		Magdalena Partido
Q1039230	Máramaros County		Máramaros County
Q104059	Asbest		Asbest
Q104111	Asino		Asino
Q1041232	Tokorozawa Aviation Museum		Tokorozawa Aviation Museum
Q104201	Akhtubinsk		Akhtubinsk
Q104232	Achinsk		Achinsk
Q104262	Asha		Asha, Russia
Q104314	Maritime, Fluvial and Harbor Museum of Rouen		Maritime, Fluvial and Harbour Museum of Rouen
Q104367	Baykalsk		Baykalsk
Q104374	Baymak		Baymak
Q10437750	Bunge Airbase		Bunge Airbase
Q1043919	Carnival Festival		Carnival Festival
Q1043983	Carnegie Museum of Natural History		Carnegie Museum of Natural History
Q1044141	Szilágy County		Szilágy County
Q1044419	Carolina Rediviva		Carolina Rediviva
Q1044536	Spain under the Restoration		Restoration (Spain)
Q104530	Bakal		Bakal, Russia
Q104538	Baksan		Baksan (town)
Q104559	Balakhna		Balakhna
Q104560	Balakovo		Balakovo
Q104569	Baley		Baley, Russia
Q104609	Barabinsk		Barabinsk
Q104649	Bataysk		Bataysk
Q104658	Belaya Kalitva		Belaya Kalitva
Q104660	Belaya Kholunitsa		Belaya Kholunitsa
Q1046669	Pacifico Yokohama		Pacifico Yokohama
Q104683	Sonkovo		Sonkovo
Q1046970	Yomiuri Land		Yomiuriland
Q104703	Belebey		Belebey
Q104717	Belovo		Belovo, Kemerovo Oblast
Q104735	Belogorsk		Belogorsk, Amur Oblast
Q1047785	Casoria Contemporary Art Museum		Casoria Contemporary Art Museum
Q104778	Beloretsk		Beloretsk
Q1048673	Shinjuku Nomura Building		Shinjuku Nomura Building
Q1048676	Capdepera Castle		Castle of Capdepera
Q1048709	Museum of Maritime Science		Museum of Maritime Science
Q1048740	Ancient Orient Museum		Ancient Orient Museum
Q1049122	Marunouchi Building		Marunouchi Building
Q10492852	Paleontological Museum of Uppsala University		Paleontological Museum of Uppsala University
Q1049302	Castillo de la Real Fuerza		Castillo de la Real Fuerza
Q104957	Beloyarsky		Beloyarsky, Khanty-Mansi Autonomous Okrug
Q1049645	Yoshinogari site		Yoshinogari site
Q1049901	Umekoji Steam Locomotive Museum		Umekoji Steam Locomotive Museum
Q105002	Berezniki		Berezniki
Q1050032	Museu Picasso		Museu Picasso
Q1050042	Narayanhity Palace Museum		Narayanhity Palace
Q105010	Beryozovsky		Beryozovsky, Kemerovo Oblast
Q1050227	Kremnica Mint		Kremnica Mint
Q1050353	Canal City Hakata		Canal City Hakata
Q105035	Beslan		Beslan
Q105092	Mercia		Mercia
Q1051229	Edo-Tokyo Open Air Architectural Museum		Edo-Tokyo Open Air Architectural Museum
Q105133	Birsk		Birsk
Q1051789	Doual'art		Doual'art
Q105179	Blagoveshchensk		Blagoveshchensk, Republic of Bashkortostan
Q105206	Bukovina		Bukovina
Q1052110	County Coleraine		County Coleraine
Q105215	Bobrov		Bobrov, Bobrovsky District, Voronezh Oblast
Q105223	Bogdanovich		Bogdanovich (town)
Q105235	Bogoroditsk		Bogoroditsk
Q105243	Bogorodsk		Bogorodsk, Bogorodsky District, Nizhny Novgorod Oblast
Q105253	Bogotol		Bogotol
Q105264	Boguchar		Boguchar
Q105272	Bodaybo		Bodaybo
Q105306	Bolotnoye		Bolotnoye
Q105342	Bolshoy Kamen		Bolshoy Kamen
Q105372	Borzya		Borzya
Q1054097	Giardino botanico Clelia Durazzo Grimaldi		Giardino botanico Clelia Durazzo Grimaldi
Q1054184	Khmer Republic		Khmer Republic
Q10542861	Kalmar Nation, Lund		Kalmar Nation, Lund
Q105444	Kamensk-Uralsky		Kamensk-Uralsky
Q105455	Miass		Miass
Q105477	Mirny		Mirny, Sakha Republic
Q1055037	National Museum of Art, Osaka		National Museum of Art, Osaka
Q105503	Myski		Myski
Q10552047	Kårböle stave church		Kårböle stave church
Q105520	Semiluki		Semiluki
Q105538	Uryupinsk		Uryupinsk
Q105548	Chernushka		Chernushka, Chernushinsky District, Perm Krai
Q105554	Yakhroma		Yakhroma
Q1055944	Sapporo Beer Museum		Sapporo Beer Museum
Q1057118	Chenla Kingdom		Chenla Kingdom
Q10571809	Läggesta railway station		Läggesta railway station
Q1057542	Republic of Hawaii		Republic of Hawaii
Q1058594	World Organisation for Animal Health		World Organisation for Animal Health
Q1058730	John Lennon Museum		John Lennon Museum
Q1058832	Russian Museum of Ethnography		Russian Museum of Ethnography
Q1058988	Suvorov Museum		Suvorov Museum
Q1060884	New York Aquarium		New York Aquarium
Q1061488	United States of Colombia		United States of Colombia
Q1061504	Stockholm School of Economics		Stockholm School of Economics
Q1062357	Chankillo		Chankillo
Q1062480	Poble Espanyol		Poble Espanyol
Q1063071	Yamato Museum		Yamato Museum
Q1063498	United States of the Ionian Islands		United States of the Ionian Islands
Q1064401	Charles Fort		Charles Fort (Ireland)
Q1064892	Koishikawa Botanical Gardens		Koishikawa Botanical Gardens
Q10651276	Restauranten		Restauranten
Q10662385	Scandic Infra City		Infra City
Q10669622	Skagsudde		Skagsudde
Q1067140	Barcelona Museum of Contemporary Art		Barcelona Museum of Contemporary Art
Q1067376	California Science Center		California Science Center
Q10674434	Sparken		Sparken
Q10676708	KwaDukuza		KwaDukuza
Q1067858	Charterhouse of the Transfiguration		Charterhouse of the Transfiguration
Q1068190	Sarkel		Sarkel
Q1069835	Rabwah		Rabwah
Q1069884	Udvarhely County		Udvarhely County
Q1070234	Shire Hall		Shire Hall, Monmouth
Q1071084	Roppongi Hills		Roppongi Hills
Q10711098	Ursholmen		Ursholmen
Q1071439	Merina Kingdom		Merina Kingdom
Q1071500	Chhatrapati Shivaji Maharaj Museum		Chhatrapati Shivaji Maharaj Vastu Sangrahalaya
Q1072349	Sterlitamaksky District		Sterlitamaksky District
Q1072362	Provisional Revolutionary Government of the Republic of South Vietnam		Provisional Revolutionary Government of the Republic of South Vietnam
Q1072466	Kraskino		Kraskino
Q1073211	Mishkinsky District, Republic of Bashkortostan		Mishkinsky District, Republic of Bashkortostan
Q1073615	Chinateatern		Chinateatern
Q1073616	Chinati Foundation		Chinati Foundation
Q107380	Principality of Lippe		Principality of Lippe
Q1074280	China Railway Museum		China Railway Museum
Q10749053	Józef Piłsudski monument		Józef Piłsudski monument, Turek
Q10749928	Samuel Cocking Garden		Samuel Cocking Garden
Q1076070	Omotesando Hills		Omotesando Hills
Q1076285	Choquequirao		Choquequirao
Q1076542	National Institute of Advanced Industrial Science and Technology		National Institute of Advanced Industrial Science and Technology
Q1076917	Mishkino, Mishkinsky District, Republic of Bashkortostan		Mishkino, Mishkinsky District, Republic of Bashkortostan
Q1077630	Septinsular Republic		Septinsular Republic
Q1078728	Zarubino, Primorsky Krai		Zarubino, Primorsky Krai
Q1082602	Christiana, North West		Christiana, North West
Q10829131	University of Technical Education Ho Chi Minh City		Ho Chi Minh City University of Technology and Education
Q10855585	Hitachi Seaside Park		Hitachi Seaside Park
Q1090235	Chysauster Ancient Village		Chysauster Ancient Village
Q10902719	North Lantau Hospital		North Lantau Hospital
Q1091998	Cima, California		Cima, California
Q1092746	Yermekeyevsky District		Yermekeyevsky District
Q1092754	Ufimsky District		Ufimsky District
Q1092770	Ilishevsky District		Ilishevsky District
Q1093757	Nabokov House		Nabokov House
Q1094307	La Cité de l'Énergie		La Cité de l'Énergie
Q1094338	Cité des Sciences et de l'Industrie		Cité des Sciences et de l'Industrie
Q1094340	Åre Old Church		Åre Old Church
Q1094414	Zianchurinsky District		Zianchurinsky District
Q1094419	Kiginsky District		Kiginsky District
Q1094426	Kuyurgazinsky District		Kuyurgazinsky District
Q1094910	Megino-Kangalassky District		Megino-Kangalassky District
Q10954427	Venterspos		Venterspos
Q10965354	Maiwand Lion		Maiwand Lion
Q10969056	Healdtown		Healdtown
Q10990728	Nagoya City Museum		Nagoya City Museum
Q1099077	Nagasaki Atomic Bomb Museum		Nagasaki Atomic Bomb Museum
Q1104923	Karmaskalinsky District		Karmaskalinsky District
Q11060041	Parri Bangla		Parri Bangla
Q1106161	Christ of the Lanterns		Christ of the Lanterns
Q1108445	Kievan Rus'		Kievan Rus'
Q1108659	Republic of Benin		Republic of Benin (1967)
Q1109031	Gold Museum, Bogotá		Gold Museum, Bogotá
Q1109301	Sydney Tramway Museum		Sydney Tramway Museum
Q1111293	Colorado Railroad Museum		Colorado Railroad Museum
Q111224	Holstein		Holstein
Q1112746	Stockholm Court House		Stockholm Court House
Q11135251	Magogong		Magogong
Q1114726	Comisión Nacional de Actividades Espaciales		Comisión Nacional de Actividades Espaciales
Q11147514	Huanbei		Huanbei
Q11150077	Hainan Provincial Museum		Hainan Provincial Museum
Q1117071	Antenor Orrego Private University		Antenor Orrego Private University
Q1121709	Kugarchinsky District		Kugarchinsky District
Q1122018	Sporkenburg		Sporkenburg
Q1122748	Usulután Department		Usulután Department
Q1122836	Morazán Department		Morazán Department
Q1122980	Comtat Venaissin		Comtat Venaissin
Q112368	National Cryptologic Museum		National Cryptologic Museum
Q1124098	Perm Governorate		Perm Governorate
Q1126723	Villa Farnesina		Villa Farnesina
Q11268029	Nitori Culture Hall		Nitori Culture Hall
Q1127288	Poster Museum at Wilanów		Poster Museum, Wilanów
Q1127298	Coppergate Helmet		Coppergate Helmet
Q1127580	Spynie Palace		Spynie Palace
Q1128585	Contemporary Museum Baltimore		Contemporary Museum Baltimore
Q11286084	Diamond City Hana		Æon Mall Kyoto Gojō
Q1129229	Shmemis		Shmemis
Q1129300	The Trolleybus Museum at Sandtoft		The Trolleybus Museum at Sandtoft
Q1129728	Château de Pflixbourg		Château de Pflixbourg
Q1130116	Edgar Allan Poe Museum		Edgar Allan Poe Museum (Richmond, Virginia)
Q1130180	San Vicente Department		San Vicente Department
Q11305898	Escola Japonesa de São Paulo		Escola Japonesa de São Paulo
Q1130677	Cuscatlán Department		Cuscatlán Department
Q1130688	La Unión Department		La Unión Department
Q11307351	Sydney Japanese International School		Sydney Japanese International School
Q1130871	George and the Dragon		George and the Dragon (roller coaster)
Q11310066	Archaeological Museum, Jaffna		Archaeological Museum, Jaffna
Q11317232	Chitral State		Chitral (princely state)
Q11322055	Kushimoto Turkish Memorial and Museum		Kushimoto Turkish Memorial and Museum
Q11324891	Japanese School New Delhi		Japanese School New Delhi
Q1132636	Serbian Academy of Sciences and Arts		Serbian Academy of Sciences and Arts
Q11337851	Hotel Okura		Hotel Okura Tokyo
Q11337880	Hotel New Otani		Hotel New Otani Tokyo
Q1133851	Sanrio Puroland		Sanrio Puroland
Q11340738	Manila Japanese School		Manila Japanese School
Q1134188	Corning Museum of Glass		Corning Museum of Glass
Q1134387	Shin-Marunouchi Building		Shin-Marunouchi Building
Q11345457	Yangon Japanese School		Yangon Japanese School
Q1134566	Shiodome City Center		Shiodome City Center
Q1134582	Buenos Aires Museum of Modern Art		Buenos Aires Museum of Modern Art
Q1134590	National Soccer Hall of Fame		National Soccer Hall of Fame
Q11346130	Japanese School of Johannesburg		Japanese School of Johannesburg
Q11349820	Nagoya City Tram & Subway Museum		Nagoya City Tram & Subway Museum
Q11357775	Mie Prefectural Museum		Mie Prefectural Museum
Q11357837	Mie Prefectural Art Museum		Mie Prefectural Art Museum
Q11362100	Setagaya Literary Museum		Setagaya Literary Museum
Q1136251	Kingdom of Mapungubwe		Kingdom of Mapungubwe
Q1136272	Yorkshire Sculpture Park		Yorkshire Sculpture Park
Q1136747	Serra do Cipó National Park		Serra do Cipó National Park
Q1136822	Azerbaijan State Carpet Museum		Azerbaijan Carpet Museum
Q11371457	Futako-Tamagawa Rise		Futako-Tamagawa Rise
Q11374577	Keio Rail-Land		Keio Rail-Land
Q11375250	Sagano High School		Sagano High School
Q1137551	Barahona Province		Barahona Province
Q1137842	Moscow Governorate		Moscow Governorate
Q1138022	Turku and Pori Province		Turku and Pori Province
Q1138064	Copernicus Science Centre		Copernicus Science Centre
Q11381641	Tajima Plateau Botanical Gardens		Tajima Plateau Botanical Gardens
Q1138228	History Museum of Armenia		History Museum of Armenia
Q1138285	Danish Railway Museum		Danish Railway Museum
Q1138465	Cradock, Eastern Cape		Cradock, Eastern Cape
Q1138727	Craigellachie		Craigellachie distillery
Q1139071	New York City Police Museum		New York City Police Museum
Q1139126	Museum of Ukrainian folk art		Museum of Ukrainian folk art
Q1139243	Crazy Horse		Crazy Horse (cabaret)
Q1139295	Vancouver Maritime Museum		Vancouver Maritime Museum
Q11392973	The High School and Junior High School of University of Hyogo		The High School and Junior High School of University of Hyogo
Q11393013	Hyogo Prefectural Harima-Minami High School		Hyogo Prefectural Harima-Minami High School
Q1139337	Creation Museum		Creation Museum
Q11395671	Izumi Chuo High School		Izumi Chuo High School
Q1139682	Tibet Museum		Tibet Museum (Lhasa)
Q1139748	Museum of Science		Museum of Science (Boston)
Q1139847	Nara Dreamland		Nara Dreamland
Q1139848	MoMA PS1		MoMA PS1
Q1139958	National Zoological Gardens of South Africa		National Zoological Gardens of South Africa
Q1140280	Harpsund		Harpsund
Q11402817	Sapporo Kita High School		Sapporo Kita High School
Q11403032	Hokkaido Bifuka High School		Hokkaido Bifuka High School
Q1140429	State Historical Museum		State Historical Museum
Q11406034	Inage Senior High School		Inage Senior High School
Q1140817	Chumikan		Chumikan
Q1141052	The Sun Voyager		The Sun Voyager
Q11411924	Taipei Veterans General Hospital		Taipei Veterans General Hospital
Q114133	Blåbärskullen transmitter		Blåbärskullen transmitter
Q11415016	Nagoya City Science Museum		Nagoya City Science Museum
Q11417339	Wakayama City Museum		Wakayama City Museum
Q11417470	Wakayama Prefecture Kii-fudoki-no-oka Museum of Archaeology and Folklore		Wakayama Prefecture Kii-fudoki-no-oka Museum of Archaeology and Folklore
Q11420638	Musashi Kyūryō National Government Park		Musashi Kyūryō National Government Park
Q11420862	Konodai girls' Elementary,girls' middle school		Konodai Girls' School
Q1142179	Orange River Colony		Orange River Colony
Q1142336	Augustów Voivodeship		Augustów Voivodeship
Q11424135	Science Museum of Map and Survey		Science Museum of Map and Survey
Q1142429	Ibelin		Ibelin
Q11426614	Inagakuen Public High School		Inagakuen Public High School
Q1142714	St. Xavier High School		St. Xavier High School (Cincinnati)
Q114369	Anhalt-Zerbst		Anhalt-Zerbst
Q11440555	Museum of Oriental Ceramics, Osaka		Museum of Oriental Ceramics, Osaka
Q1144452	National Zoological Gardens of Sri Lanka		National Zoological Gardens of Sri Lanka
Q11445177	Nara Prefecture Complex of Man'yo Culture		Nara Prefecture Complex of Man'yo Culture
Q1144740	Hong Kong Space Museum		Hong Kong Space Museum
Q1144812	Peter I Monument in Taganrog		Peter I Monument in Taganrog
Q1145487	Samaná Province		Samaná Province
Q1145575	Hautes-Gorges-de-la-Rivière-Malbaie National Park		Hautes-Gorges-de-la-Rivière-Malbaie National Park
Q11457608	Neiraku Museum		Neiraku Museum
Q11467772	Yamadera Basho Memorial Museum		Yamadera Basho Memorial Museum
Q1147629	Mont-Orford National Park		Mont-Orford National Park
Q11481805	Makuhari International School		Makuhari International School
Q1148324	Franz Mayer Museum		Franz Mayer Museum
Q1148353	Museum of Islamic Art, Doha		Museum of Islamic Art, Doha
Q11483889	Government Pension Investment Fund, Japan		Government Pension Investment Fund, Japan
Q11484615	Honkawa Elementary School Peace Museum		Honkawa Elementary School Peace Museum
Q1148462	Cyprus Museum		Cyprus Museum
Q114878	Museo dell'olivo e dell'olio		Museo dell'olivo e dell'olio
Q11493579	Museum of Ehime History and Culture		Museum of Ehime History and Culture
Q1150167	Fort St. Joseph		Fort St. Joseph (Ontario)
Q11502903	Bandai High School		Bandai High School
Q11503104	Niigata Prefectural Museum of History		Niigata Prefectural Museum of History
Q11503585	Niigata Seiro Sports Center		Niigata Seiro Sports Center
Q1150616	Frilandsmuseet		Frilandsmuseet
Q115076	Deutscher Fernsehfunk		Deutscher Fernsehfunk
Q11508070	Japan Pension Service		Japan Pension Service
Q1150868	Kramfors-Sollefteå Airport		Höga Kusten Airport
Q1151133	Museo archeologico nazionale		Museo archeologico nazionale (Cagliari)
Q11511505	Waseda University Honjo Senior High School		Waseda University Honjo Senior High School
Q11525367	Miyake High School		Miyake High School
Q115325	Artemisa Province		Artemisa Province
Q1153320	Zeynep Sultan Mosque		Zeynep Sultan Mosque
Q1154377	Zollern		Zollern
Q11552680	Okinawa Shogaku High School		Okinawa Shogaku High School
Q115527	Las Tunas		Las Tunas (city)
Q11558303	Urasoe Art Museum		Urasoe Art Museum
Q1155940	Växjö Småland Airport		Växjö Småland Airport
Q1156553	Institut des Hautes Études Scientifiques		Institut des Hautes Études Scientifiques
Q1156823	New Museum		New Museum
Q1158530	Daming Palace		Daming Palace
Q11589117	Kanagawa Prefectural Yokosuka High School		Kanagawa Prefectural Yokosuka High School
Q11595312	Akita Omoriyama Zoo		Akita Omoriyama Zoo
Q11595445	Akita Prefectural Museum		Akita Prefectural Museum
Q11595519	Akita Museum of Modern Art		Akita Museum of Modern Art
Q1160154	Cathedral of the Annunciation		Cathedral of the Annunciation
Q1161253	Glacier National Park		Glacier National Park (Canada)
Q11616127	Miaoli Railway Museum		Miaoli Railway Museum
Q11623781	Fuji Women's Academy		Fuji Women's Academy
Q11624509	Fujisawa City Hospital		Fujisawa City Hospital
Q11627546	Nishiyamato Gakuen Junior and Senior High School		Nishiyamato Gakuen Junior High School and High School
Q1163464	Canada Science and Technology Museum		Canada Science and Technology Museum
Q1163548	Blekinge Institute of Technology		Blekinge Institute of Technology
Q1164109	Skanskaskrapan		Lilla Bommen
Q1164215	Zaporizhzhya National Technical University		Zaporizhzhya National Technical University
Q116448	Muizenberg		Muizenberg
Q1164599	National Museum of Aleppo		National Museum of Aleppo
Q1165409	Swedbank Park		Swedbank Park
Q1166080	Darien scheme		Darien scheme
Q11662011	Ome Railway Park		Ome Railway Park
Q11663204	Shizuoka Prefectural Museum of Art		Shizuoka Prefectural Museum of Art
Q1167563	Bucharest Academy of Economic Studies		Bucharest Academy of Economic Studies
Q11681997	Fundación Picasso		Fundación Picasso
Q116998	Naturhistorisches Museum		Naturhistorisches Museum (Braunschweig)
Q1170074	Studio Fredman		Studio Fredman
Q117020	Free Imperial City of Nuremberg		Free Imperial City of Nuremberg
Q1172600	Datia State		Datia State
Q1175702	Meleuzovsky District		Meleuzovsky District
Q11775274	Museum of cacao and chocolate		Museum of cacao and chocolate
Q11786936	Sobibór Museum		Sobibór Museum
Q11787082	Istanbul Naval Museum		Istanbul Naval Museum
Q11787111	Toruń Regional Museum		District Museum in Toruń
Q11787222	MOCAK, Museum of Contemporary Art in Kraków		Museum of Contemporary Art in Kraków
Q11812902	Serengeti National Park		Serengeti National Park
Q1183407	Taifa of Algeciras		Taifa of Algeciras
Q11838980	Montrose Air Station Heritage Centre		Montrose Air Station Heritage Centre
Q1184513	Delmas, Mpumalanga		Delmas, Mpumalanga
Q1184978	Delticom		Delticom
Q1185336	Fort Henry		Fort Henry, Ontario
Q1185346	Demerara		Demerara
Q1185447	Parádsasvár		Parádsasvár
Q11854506	Booth Museum of Natural History		Booth Museum of Natural History
Q118638	Volksrust		Volksrust
Q1187978	Transvaal Colony		Transvaal Colony
Q1188532	Tobu World Square		Tobu World Square
Q1189057	Valladolid Science Museum		Valladolid Science Museum
Q1189277	National Art Museum of Ukraine		National Art Museum of Ukraine
Q1189666	Capital Museum		Capital Museum
